酒店名称,当前链接,上级链接,下载时间
"
                        Departamento Santa Marta(圣玛尔塔公寓)
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/504883.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:37
"
                        Apart Hotel Ref
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/302668.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:37
"
                        Hotel las Higueras Salta
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/2613529.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:38
"
                        Hotel del Pilar
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/642487.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:38
"
                        Posada del Huayruro
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/641298.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:39
"
                        Mirador de Salta Apart Hotel
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/2112412.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:39
"
                        Posada Del Torreon
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/2945730.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:40
"
                        Hotel Iris(艾瑞斯酒店)
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/181266.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:40
"
                        Chawasi Departamentos
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/692191.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:40
"
                        Finca Valentina(芬卡瓦伦蒂娜酒店)
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/181271.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:40
"
                        Hosteria La Caldera
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/783760.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:41
"
                        Hotel Boutique Bonarda
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/3090871.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:41
"
                        La Casita de Salta(萨尔塔拉卡斯塔公寓)
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/959547.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:42
"
                        Residencial El Hogar(艾尔霍加尔公寓酒店)
                        
                        
                            
                            
                        
                    ",http://hotels.ctrip.com/international/523944.html,http://hotels.ctrip.com/international/salta3399/p2,2016-01-12 13:38:42
